"TIME","GEO","DURATION","ISCED11","AGE","SEX","UNIT","Value"
"2000","Hungary","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","81.2"
"2000","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.8"
"2000","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2000","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.8"
"2000","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","98.1"
"2000","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","89.9"
"2000","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.8"
"2000","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","94.2"
"2000","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","93.4"
"2000","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2000","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2000","Portugal","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.2"
"2000","Portugal","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","93.5"
"2000","Portugal","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","91.5"
"2000","Romania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2000","Romania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","Romania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2000","Slovenia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.2"
"2000","Slovenia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","94.1"
"2000","Slovenia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","89.8"
"2000","Slovakia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2000","Slovakia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","Slovakia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2000","Finland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","83.2"
"2000","Finland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","91.6"
"2000","Finland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","77.4"
"2000","Sweden","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.5"
"2000","Sweden","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","94.8"
"2000","Sweden","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","90.7"
"2000","United Kingdom","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2000","United Kingdom","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","United Kingdom","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2000","Iceland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.1"
"2000","Iceland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","Iceland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","91.4"
"2000","Norway","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2000","Norway","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","Norway","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2000","Switzerland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.2"
"2000","Switzerland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","95.9"
"2000","Switzerland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","86.1"
"2000","Former Yugoslav Republic of Macedonia, the","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2000","Former Yugoslav Republic of Macedonia, the","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","Former Yugoslav Republic of Macedonia, the","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2000","Turkey","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2000","Turkey","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2000","Turkey","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Belgium","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.5"
"2001","Belgium","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","90.6"
"2001","Belgium","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","88.7"
"2001","Bulgaria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","74.9"
"2001","Bulgaria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","83.1"
"2001","Bulgaria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","71.4"
"2001","Czech Republic","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Czech Republic","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Czech Republic","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Denmark","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.1"
"2001","Denmark","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","92.9"
"2001","Denmark","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","88.2"
"2001","Germany (until 1990 former territory of the FRG)","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.3"
"2001","Germany (until 1990 former territory of the FRG)","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","96.8"
"2001","Germany (until 1990 former territory of the FRG)","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","88.7"
"2001","Estonia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","84.3"
"2001","Estonia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","92.0"
"2001","Estonia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","78.8"
"2001","Ireland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Ireland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Ireland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Greece","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","69.8"
"2001","Greece","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","72.9"
"2001","Greece","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","67.6"
"2001","Spain","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.3"
"2001","Spain","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","85.0"
"2001","Spain","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","76.4"
"2001","France","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","France","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","France","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Croatia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Croatia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Croatia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Italy","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","73.9"
"2001","Italy","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","79.1"
"2001","Italy","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","69.8"
"2001","Cyprus","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.6"
"2001","Cyprus","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","98.2"
"2001","Cyprus","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","90.3"
"2001","Latvia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Latvia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Latvia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Lithuania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.4"
"2001","Lithuania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","78.5"
"2001","Lithuania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","81.6"
"2001","Luxembourg","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.9"
"2001","Luxembourg","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","98.5"
"2001","Luxembourg","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","93.8"
"2001","Hungary","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.6"
"2001","Hungary","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","97.3"
"2001","Hungary","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","81.6"
"2001","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.2"
"2001","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","91.1"
"2001","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","91.4"
"2001","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.8"
"2001","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","96.7"
"2001","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","93.1"
"2001","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","97.0"
"2001","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","98.3"
"2001","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","95.6"
"2001","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","77.8"
"2001","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","86.4"
"2001","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","73.0"
"2001","Portugal","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.0"
"2001","Portugal","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","95.1"
"2001","Portugal","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","90.1"
"2001","Romania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Romania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Romania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Slovenia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.2"
"2001","Slovenia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","92.5"
"2001","Slovenia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","93.6"
"2001","Slovakia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Slovakia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Slovakia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Finland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.0"
"2001","Finland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","95.1"
"2001","Finland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","79.9"
"2001","Sweden","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.3"
"2001","Sweden","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","95.6"
"2001","Sweden","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","95.1"
"2001","United Kingdom","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.0"
"2001","United Kingdom","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","92.7"
"2001","United Kingdom","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","91.2"
"2001","Iceland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.1"
"2001","Iceland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","94.8"
"2001","Iceland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","95.4"
"2001","Norway","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Norway","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Norway","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Switzerland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.1"
"2001","Switzerland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","96.9"
"2001","Switzerland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","83.4"
"2001","Former Yugoslav Republic of Macedonia, the","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Former Yugoslav Republic of Macedonia, the","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Former Yugoslav Republic of Macedonia, the","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2001","Turkey","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Turkey","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2001","Turkey","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2002","Belgium","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.2"
"2002","Belgium","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","93.1"
"2002","Belgium","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","88.0"
"2002","Bulgaria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","72.8"
"2002","Bulgaria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","80.3"
"2002","Bulgaria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","69.3"
"2002","Czech Republic","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.4"
"2002","Czech Republic","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","93.2"
"2002","Czech Republic","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","85.9"
"2002","Denmark","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.6"
"2002","Denmark","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","89.2"
"2002","Denmark","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","88.2"
"2002","Germany (until 1990 former territory of the FRG)","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.0"
"2002","Germany (until 1990 former territory of the FRG)","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","95.3"
"2002","Germany (until 1990 former territory of the FRG)","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","87.7"
"2002","Estonia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.0"
"2002","Estonia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","100.0"
"2002","Estonia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","83.8"
"2002","Ireland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.1"
"2002","Ireland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","91.7"
"2002","Ireland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","90.6"
"2002","Greece","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","71.9"
"2002","Greece","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","77.9"
"2002","Greece","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","68.2"
"2002","Spain","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","79.9"
"2002","Spain","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","85.1"
"2002","Spain","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","75.7"
"2002","France","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","France","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2002","France","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2002","Croatia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","Croatia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2002","Croatia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2002","Italy","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","73.6"
"2002","Italy","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","79.5"
"2002","Italy","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","68.9"
"2002","Cyprus","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.6"
"2002","Cyprus","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","91.1"
"2002","Cyprus","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","90.3"
"2002","Latvia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","85.0"
"2002","Latvia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","95.8"
"2002","Latvia","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","77.7"
"2002","Lithuania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","84.2"
"2002","Lithuania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","86.4"
"2002","Lithuania","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","83.0"
"2002","Luxembourg","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.6"
"2002","Luxembourg","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","95.4"
"2002","Luxembourg","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","95.9"
"2002","Hungary","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.7"
"2002","Hungary","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","96.5"
"2002","Hungary","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","81.1"
"2002","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.3"
"2002","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","92.4"
"2002","Malta","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","95.8"
"2002","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage",":"
"2002","Netherlands","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage",":"
"2002","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.4"
"2002","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","96.7"
"2002","Austria","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","92.2"
"2002","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.2"
"2002","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Males","Percentage","86.9"
"2002","Poland","5 years or less","Tertiary education (levels 5-8)","From 20 to 34 years","Females","Percentage","77.5"
